ENROLLMENT_ID,PROBLEM,VIDEO,ACCESS1,WIKI,DISCUSSION,PAGE_CLOSE,NAVIGATE,LABLE
111312,8,12,58,1,0,31,20,1
111314,12,5,11,0,0,3,1,1
111320,16,21,74,0,0,59,16,0
111321,0,5,7,0,0,5,2,0
111326,18,1,62,1,5,9,16,0
111328,34,56,206,6,6,128,99,0
111329,0,0,14,0,0,9,7,1
111332,0,0,0,0,0,0,2,1
111333,7,14,22,0,0,4,6,1
111334,0,0,0,0,0,0,1,1
111335,0,0,0,0,0,0,1,1
111336,24,68,101,3,11,34,28,0
111338,0,0,0,0,0,0,2,1
111340,0,16,31,0,5,11,9,0
111344,0,0,0,0,0,0,3,1
111346,0,0,0,0,0,0,1,1
111348,0,10,20,0,1,12,8,1
111349,0,0,4,0,0,0,8,1
111351,0,0,5,0,0,1,2,1
111352,0,0,0,0,0,0,1,1
111353,5,13,22,0,13,7,5,1
111354,0,1,3,1,1,1,6,1
111355,21,29,104,0,1,79,6,0
111356,0,0,4,1,0,2,6,1
111357,17,20,39,0,2,7,3,1
111358,32,37,141,0,21,71,10,0
111360,25,18,177,1,1,93,45,1
111362,4,3,29,0,4,8,2,1
111364,0,7,26,0,0,16,8,1
111367,0,7,20,0,0,11,2,1
111368,20,22,58,0,0,37,8,0
111369,25,56,98,0,4,35,13,1
111370,0,6,20,0,2,15,10,0
111371,5,2,13,1,3,11,12,1
111373,0,4,7,2,5,3,8,1
111374,5,21,36,1,6,4,7,0
111378,212,31,214,2,37,56,29,1
111379,4,0,4,0,0,2,1,1
111382,0,0,4,0,0,0,1,1
111385,237,59,201,1,19,59,19,0
111386,0,2,3,0,0,2,2,1
111388,0,0,9,0,0,3,8,1
111390,37,3,52,1,14,12,15,1
111392,2,27,49,0,0,36,8,1
111394,0,4,6,2,0,5,7,1
111396,0,0,0,0,0,0,2,1
111402,0,0,0,0,0,0,1,1
111403,56,36,170,1,0,73,41,0
111405,22,25,125,1,4,64,28,1
111406,0,3,10,0,0,7,3,1
111408,20,26,63,1,2,23,9,1
111412,17,30,62,0,2,23,12,1
111413,0,5,31,8,1,13,26,1
111415,0,1,4,0,0,2,1,1
111417,0,2,4,0,0,2,1,1
111426,21,28,49,1,0,2,17,1
111428,0,0,0,0,0,0,1,1
111429,6,7,33,1,3,7,9,1
111432,0,1,3,0,0,1,1,0
111434,12,21,47,1,4,17,9,0
111435,0,3,8,0,0,6,5,1
111436,2,4,10,1,2,3,5,1
111437,38,52,123,1,10,5,26,0
111438,21,16,47,2,5,12,13,0
111440,0,2,4,0,0,3,3,1
111441,0,1,4,1,0,1,6,1
111443,0,0,0,0,0,0,1,1
111444,8,10,22,1,6,6,10,1
111446,3,1,9,0,0,6,3,1
111451,0,15,63,0,0,34,19,0
111452,0,0,2,0,0,0,5,1
111453,320,32,295,2,71,107,86,0
111454,34,34,162,5,46,94,67,0
111455,85,32,125,7,5,48,32,0
111456,0,3,4,0,0,3,5,1
111457,57,42,147,0,3,99,41,0
111458,0,1,14,0,0,5,3,0
111459,22,24,68,2,5,19,22,1
111460,0,1,3,0,0,2,3,1
111463,0,7,16,0,0,10,3,0
111464,0,0,0,0,0,0,1,1
111466,0,0,0,0,0,0,1,1
111467,0,1,5,0,0,0,5,1
111468,40,25,56,0,0,23,4,1
111469,0,0,0,0,0,0,1,1
111470,0,1,6,0,0,4,4,1
111471,45,63,159,0,4,50,24,0
111472,35,42,163,4,9,96,45,0
111473,0,5,12,1,3,6,10,0
111474,0,3,4,0,0,1,1,1
111476,96,15,93,0,22,22,11,1
111477,0,0,0,0,0,0,1,1
111478,0,1,10,8,1,3,24,1
111479,0,1,2,2,8,1,9,0
111481,2,5,19,0,0,13,4,1
111485,4,17,82,7,1,34,33,0
111488,0,1,2,0,0,1,1,1
111490,2,23,47,0,0,16,10,1
111491,0,6,14,0,0,6,4,1
111493,5,10,20,1,0,8,8,1
111495,49,80,169,1,6,52,35,1
111496,23,1,149,1,1,0,15,1
111502,0,3,20,0,1,14,3,1
111504,30,59,148,2,9,51,18,0
111505,0,3,10,0,0,8,3,1
111508,10,7,19,0,1,7,4,1
111510,0,0,0,0,0,0,1,1
111512,2,5,17,1,7,12,13,0
111513,0,4,15,0,1,9,22,1
111514,24,22,97,3,14,46,19,1
111515,29,50,92,4,30,19,21,1
111516,0,1,1,0,0,1,3,1
111517,6,12,51,2,17,33,31,0
111518,0,9,11,1,0,10,4,1
111519,42,67,148,1,1,45,35,0
111522,0,5,15,0,0,8,5,0
111524,0,4,8,0,1,5,3,1
111526,20,15,33,0,0,8,6,1
111527,2,15,47,3,0,26,19,0
111528,2,8,16,0,0,14,2,0
111529,27,22,53,0,0,23,8,0
111530,0,3,9,1,6,6,5,1
111531,0,0,0,0,0,0,1,1
111533,4,1,13,0,0,7,3,1
111535,38,42,85,4,4,22,22,0
111536,4,6,22,1,0,17,11,1
111537,0,3,6,1,1,2,6,1
111538,2,7,28,0,0,20,21,1
111539,0,2,13,1,1,10,6,0
111540,0,7,12,0,0,8,2,1
111542,0,1,2,0,0,1,5,1
111545,0,1,12,2,0,8,5,0
111546,15,27,117,0,9,42,18,1
111547,2,9,49,2,7,33,33,0
111548,0,0,0,0,0,0,1,1
111551,21,34,131,3,2,83,19,0
111552,25,14,79,0,17,35,30,0
111553,5,9,31,0,0,11,4,1
111557,0,0,27,4,2,12,23,1
111558,0,8,27,1,3,17,9,1
111561,11,11,34,0,0,8,2,1
111562,2,5,22,1,0,12,5,1
111563,18,20,86,0,0,39,19,0
111565,0,2,10,1,4,3,7,1
111566,0,7,14,0,0,8,2,1
111568,0,2,4,0,0,3,2,1
111569,3,4,9,0,1,3,1,1
111570,39,6,25,0,0,10,5,1
111571,2,0,10,0,10,0,3,0
111574,12,8,13,1,1,4,3,1
111575,0,1,2,0,1,1,3,1
111576,0,17,30,0,0,17,3,1
111577,0,0,0,0,0,0,2,1
111578,0,0,0,0,0,0,2,1
111579,0,0,8,0,0,1,9,1
111580,28,46,80,4,24,19,30,0
111581,6,12,30,1,6,19,13,0
111584,0,6,14,0,0,6,2,1
111586,0,3,6,1,2,3,6,1
111587,0,1,3,0,1,2,2,1
111590,0,1,5,1,0,3,6,0
111595,84,25,120,0,4,22,11,1
111596,0,1,5,0,0,2,2,0
111597,5,19,45,0,0,5,8,0
111601,0,1,10,1,1,6,24,1
111602,0,2,3,0,2,1,1,1
111603,2,8,23,0,0,16,2,1
111607,0,0,5,3,3,1,33,1
111608,0,0,0,0,0,0,5,1
111610,0,4,9,0,0,1,2,1
111611,4,7,34,1,0,28,8,1
111612,0,22,59,1,1,30,20,1
111613,0,1,3,9,2,2,10,1
111614,54,64,110,5,8,30,41,0
111615,0,2,8,0,0,5,12,1
111618,4,11,45,0,0,21,13,0
111620,0,2,16,0,0,3,4,1
111622,6,8,20,0,0,5,2,0
111623,0,0,0,0,0,0,1,1
111624,0,0,2,0,0,1,2,1
111625,24,3,35,0,0,7,4,1
111626,0,0,0,0,0,0,1,1
111628,0,0,19,0,0,1,4,1
111630,2,0,56,2,6,16,16,1
111631,1,9,24,0,0,13,3,1
111632,0,0,14,1,0,5,7,1
111633,0,7,17,1,0,11,11,1
111634,0,2,5,0,0,4,1,1
111636,11,0,17,0,3,6,3,1
111638,2,13,39,4,0,21,11,0
111639,0,0,0,0,0,0,2,1
111644,0,0,0,0,0,0,1,1
111645,25,28,97,0,1,45,26,1
111646,6,8,46,1,0,16,8,1
111647,0,0,2,0,0,1,3,1
111648,21,62,141,0,5,42,20,0
111651,0,0,3,1,1,2,5,1
111652,4,17,30,0,0,26,9,1
111653,2,10,24,0,0,16,9,1
111654,5,14,30,3,4,4,12,1
111657,0,2,15,1,9,4,4,1
111658,25,19,48,1,6,19,8,1
111659,0,34,50,0,0,8,9,0
111660,26,13,76,1,0,46,22,0
111661,0,0,0,0,0,0,1,1
111663,0,8,21,0,4,13,3,1
111664,25,20,62,0,4,11,31,1
111665,0,1,4,0,0,3,3,1
111666,2,11,17,0,0,16,3,1
111668,2,0,37,0,0,2,9,1
111669,0,2,11,0,0,4,2,1
111670,9,19,46,0,0,4,11,1
111671,6,7,23,0,3,6,9,1
111673,73,30,106,0,2,56,25,0
111674,50,76,199,2,27,68,45,0
111675,0,1,4,0,0,1,1,1
111679,0,4,12,1,2,9,9,1
111680,0,3,7,0,0,6,7,1
111682,0,13,28,0,0,8,2,1
111684,0,2,9,0,0,6,4,1
111685,0,1,9,2,1,5,8,1
111687,24,27,55,1,6,16,20,0
111688,109,13,65,0,4,17,4,1
111689,0,0,0,0,0,0,2,1
111690,37,0,77,0,0,55,10,0
111691,28,48,75,0,2,15,11,0
111692,0,0,0,0,0,0,1,1
111693,9,12,25,3,20,2,9,1
111694,0,0,0,0,0,0,1,1
111696,50,27,61,0,0,0,17,0
111697,54,49,155,0,8,23,14,1
111698,0,6,9,1,4,7,5,1
111702,18,29,113,3,0,67,33,1
111703,21,25,55,1,3,22,28,0
111704,0,0,0,0,0,0,2,1
111707,0,1,3,0,0,1,8,1
111709,0,1,3,0,3,2,2,1
111710,28,29,105,0,0,54,86,0
111712,38,42,136,0,9,35,11,0
111713,16,49,127,1,2,22,12,0
111714,0,0,0,0,0,0,1,1
111715,47,52,103,3,2,22,24,1
111717,0,0,0,0,0,0,1,1
111718,0,5,12,0,2,2,1,1
111722,0,6,11,0,0,6,1,1
111726,0,4,7,0,0,0,5,1
111727,62,30,67,0,0,15,8,1
111728,0,2,8,0,0,4,3,1
111729,19,66,121,3,4,44,27,0
111730,0,4,8,0,0,3,9,1
111731,0,3,5,0,1,3,5,1
111734,8,22,63,0,0,34,8,0
111735,0,0,4,1,0,0,4,1
111739,6,4,5,0,5,0,5,1
111741,0,0,3,0,0,1,2,1
111743,3,8,12,1,1,3,5,1
111745,0,11,50,1,0,25,15,1
111747,16,7,18,0,1,0,4,1
111748,0,22,59,0,2,37,8,1
111750,14,9,39,3,2,9,6,1
111755,36,48,165,3,7,91,21,0
111758,0,8,25,1,1,5,8,0
111759,0,9,27,3,2,14,12,1
111762,33,30,185,6,23,69,48,0
111764,0,1,3,0,0,1,2,1
111765,0,12,51,0,0,14,8,0
111769,0,0,0,0,0,0,1,1
111771,0,0,3,0,0,1,2,1
111774,77,6,40,0,1,12,4,1
111775,0,9,17,0,0,12,6,1
111777,0,17,130,3,2,50,31,0
111778,0,11,27,1,7,19,17,1
111779,0,0,0,0,0,0,3,1
111782,87,40,144,9,7,36,32,0
111783,7,12,46,0,0,23,13,0
111786,12,7,43,2,0,23,20,1
111789,0,2,6,0,0,3,2,1
111790,37,38,162,1,16,87,41,0
111791,5,7,21,1,1,17,15,1
111792,57,46,229,5,18,91,85,0
111793,0,0,0,0,0,0,1,1
111795,0,0,9,2,0,5,9,1
111798,9,8,18,0,0,5,6,1
111800,9,16,77,1,0,40,46,0
111801,17,6,37,4,41,12,16,1
111803,0,3,20,2,3,11,14,1
111804,0,1,3,0,0,1,2,1
111806,0,1,4,0,0,3,1,1
111807,4,14,43,1,0,26,10,1
111808,0,2,3,0,0,2,3,1
111810,60,32,90,3,22,21,24,0
111811,0,2,17,0,0,6,2,1
111812,9,13,52,1,15,19,12,0
111814,10,8,22,0,0,9,5,1
111817,0,1,3,0,0,2,2,0
111818,0,3,4,0,0,3,5,1
111819,34,73,151,2,0,37,40,0
111822,0,0,0,0,0,0,7,1
111824,0,0,0,0,0,0,1,1
111830,27,31,69,2,10,19,16,1
111833,0,0,0,0,0,0,1,1
111835,0,3,8,0,0,5,5,1
111836,7,28,75,0,0,58,5,1
111837,0,1,4,1,0,2,5,1
111840,0,8,12,0,0,8,15,0
111843,30,44,131,1,52,35,28,0
111844,33,24,96,0,4,16,13,0
111847,0,2,5,0,0,3,2,1
111849,4,12,51,1,0,37,18,1
111853,84,89,317,1,12,73,50,0
111854,0,3,9,2,2,2,7,1
111855,0,2,3,0,0,0,2,1
111856,0,3,6,0,0,3,2,1
111857,43,38,101,2,16,59,35,0
111859,6,17,48,1,8,31,22,0
111862,4,41,118,1,3,49,24,0
111865,24,19,54,3,6,20,16,0
111866,0,0,0,0,0,0,1,1
111867,0,0,2,0,0,0,1,1
111868,0,2,5,0,1,1,1,1
111870,0,1,2,0,1,1,4,1
111871,18,16,83,0,2,21,10,1
111872,0,4,12,0,0,9,4,1
111875,0,0,0,0,0,0,1,1
111876,37,59,107,3,23,36,12,1
111877,0,0,3,0,0,1,6,1
111878,0,4,23,2,0,15,24,1
111879,0,0,2,0,0,0,1,1
111880,99,44,105,1,9,38,16,1
111882,0,0,17,0,0,8,10,1
111884,0,0,0,0,0,0,1,1
111885,0,1,7,1,1,4,8,1
111886,0,0,7,0,0,0,4,1
111887,0,2,3,0,0,2,2,1
111888,0,0,3,0,0,0,2,1
111889,0,0,5,1,0,2,4,1
111890,10,22,70,1,4,15,14,1
111892,14,3,18,0,9,4,2,1
111894,0,0,0,0,0,0,2,1
111895,0,0,0,0,0,0,2,1
111896,0,1,2,0,0,1,2,1
111899,0,0,0,0,0,0,3,1
111900,0,1,8,3,0,4,10,1
111901,0,0,0,0,0,0,8,1
111902,0,0,0,0,0,0,1,1
111903,0,0,0,0,0,0,1,1
111905,0,0,2,0,0,0,2,0
111911,0,0,0,0,0,0,1,1
111912,0,0,5,0,0,1,2,1
111913,0,1,3,0,0,1,2,1
111915,0,0,0,0,0,0,2,1
111917,0,0,0,0,0,0,1,1
111918,0,1,3,0,0,1,3,1
111920,0,0,0,0,0,0,3,1
111922,0,0,0,0,0,0,1,1
111925,0,1,2,0,0,1,2,1
111927,15,9,27,0,1,12,5,1
111928,0,2,3,0,0,2,2,1
111929,0,1,2,0,0,1,1,1
111932,13,14,37,1,2,15,10,1
111933,0,0,0,0,0,0,1,1
111935,0,0,0,0,0,0,1,1
111937,0,0,0,0,0,0,1,1
111939,0,1,2,0,0,1,1,1
111940,0,2,5,6,0,3,7,1
111941,36,22,44,0,4,8,5,0
111942,0,3,9,1,0,3,2,1
111945,81,42,100,3,7,26,23,1
111946,0,4,13,0,0,5,2,1
111948,0,0,4,0,0,0,3,1
111949,0,6,27,0,13,14,8,0
111951,22,24,52,1,14,12,11,1
111954,0,1,2,0,0,1,2,1
111956,1,5,12,0,0,5,4,1
111962,0,0,49,1,6,20,7,1
111963,6,1,14,0,7,4,3,1
111964,0,1,2,0,0,1,4,1
111965,0,1,2,0,0,1,2,1
111966,0,0,0,0,0,0,1,1
111967,0,0,0,0,0,0,3,1
111968,0,0,4,0,0,2,3,1
111969,0,0,0,0,0,0,1,1
111970,0,2,3,0,0,1,1,1
111973,0,6,14,4,1,5,6,1
111975,0,2,5,0,2,3,6,1
111976,2,3,15,0,6,0,7,1
111978,0,0,5,0,0,0,2,1
111982,0,1,4,0,0,2,9,1
111986,0,0,0,1,0,0,4,1
111988,0,2,5,0,0,2,3,1
111990,0,1,2,0,0,1,1,1
111992,26,5,7,0,0,7,8,1
111994,0,0,0,0,0,0,5,1
111995,0,0,0,0,0,0,1,1
111996,0,2,3,1,1,2,10,1
111997,0,1,2,0,0,1,1,0
111998,0,5,19,0,0,11,14,1
111999,0,0,6,0,0,1,2,1
112001,16,1,24,8,12,11,16,1
112002,0,1,3,0,0,1,2,1
112004,0,0,0,0,0,0,1,1
112005,4,2,5,0,1,2,2,1
112006,0,0,0,0,0,0,1,1
112007,0,2,4,0,0,0,4,1
112008,0,3,4,0,0,3,1,0
112009,0,0,0,0,0,0,1,1
112010,27,46,107,1,7,33,12,1
112011,6,7,21,0,18,7,2,1
112012,3,1,13,0,0,2,7,0
112014,0,21,35,0,0,26,13,0
112016,0,0,0,1,2,0,4,1
112017,0,0,0,0,0,0,2,1
112021,0,1,2,0,0,1,6,1
112023,0,0,0,0,0,0,2,1
112025,0,3,4,0,0,3,3,1
112029,0,1,6,0,0,3,3,1
112032,13,10,36,0,14,15,6,1
112033,0,1,2,0,0,1,2,1
112034,0,1,2,1,0,1,3,1
112036,0,0,0,0,0,0,1,1
112041,10,13,24,1,13,11,9,1
112042,126,60,308,0,19,72,36,0
112044,30,14,85,0,1,38,18,0
112046,0,0,0,0,0,0,1,1
112048,0,0,0,0,0,0,1,1
112049,0,0,0,0,0,0,2,1
112050,0,11,32,0,0,13,3,1
112051,0,0,0,0,0,0,1,1
112052,4,1,11,0,0,1,2,1
112053,0,1,7,0,5,2,6,1
112054,0,0,5,0,0,0,1,0
112055,0,0,2,0,0,1,2,1
112060,0,0,0,0,0,0,1,1
112062,0,1,2,0,0,1,2,1
112066,7,8,32,1,0,21,5,1
112067,0,0,4,2,1,2,9,1
112068,0,0,2,0,0,0,15,1
112069,8,5,14,1,0,11,9,0
112070,0,0,0,0,0,0,1,1
112073,0,1,4,0,0,2,4,1
112074,0,4,7,0,0,6,1,1
112075,6,7,39,1,8,22,18,0
112076,0,2,12,1,1,4,8,0
112077,4,4,48,0,0,20,12,0
112078,7,13,36,0,5,26,14,1
112080,0,0,1,0,0,1,2,1
112082,0,0,0,0,0,0,1,1
112083,0,1,7,0,0,3,2,1
112084,1,3,33,0,0,15,4,1
112086,0,1,4,0,0,1,3,1
112087,0,2,5,0,0,2,1,1
112088,0,1,3,0,0,1,1,1
112090,0,1,3,0,0,2,5,1
112092,0,1,6,1,0,4,4,1
112093,0,0,0,0,0,0,1,1
112101,0,1,8,2,2,5,16,1
112102,0,0,0,0,0,0,1,1
112104,6,5,29,0,0,20,16,0
112105,0,0,7,1,0,4,6,1
112106,0,2,8,0,0,3,2,1
112108,0,0,3,0,0,1,1,1
112110,10,21,61,0,0,41,16,0
112111,0,0,3,0,0,2,2,1
112113,0,7,18,0,0,10,2,0
112115,0,0,3,4,1,1,22,1
112116,0,1,7,0,0,2,6,1
112121,0,3,12,1,1,7,4,0
112122,9,4,29,1,6,20,7,1
112124,0,8,33,2,6,16,17,1
112125,0,12,26,0,0,17,5,1
112126,0,1,4,0,0,2,2,1
112128,0,0,4,0,0,1,3,1
112129,0,1,12,2,1,8,14,1
112131,0,0,0,0,0,0,1,1
112135,0,0,0,0,0,0,1,1
112136,2,6,26,0,0,14,5,1
112137,0,1,26,0,0,13,6,0
112138,0,2,10,0,0,4,5,1
112139,2,9,32,1,14,20,9,1
112141,0,0,0,0,0,0,1,1
112144,0,0,2,1,0,0,14,1
112146,0,0,0,0,0,0,1,1
112147,0,0,0,0,0,0,5,1
112149,0,0,0,0,0,0,1,1
112150,95,49,141,0,3,75,25,0
112151,0,1,2,0,0,0,2,1
112152,5,14,50,0,0,30,27,1
112153,0,1,2,0,0,1,6,1
112156,0,2,7,0,0,5,2,1
112157,0,0,0,0,0,0,1,1
112158,0,0,3,1,1,2,12,1
112159,0,0,3,0,0,0,3,1
112160,0,0,0,0,0,0,1,1
112162,0,4,11,1,0,7,4,1
112163,0,2,11,1,4,5,4,1
112165,0,2,9,0,0,4,4,1
112175,1,1,3,1,0,2,4,1
112178,0,0,0,0,0,0,3,1
112179,4,9,20,1,6,15,9,1
112181,0,1,9,0,0,8,2,1
112183,0,1,9,0,0,5,7,1
112185,0,0,4,0,0,1,2,1
112190,0,0,0,0,0,0,1,1
112191,0,0,2,0,0,1,2,1
112192,0,0,0,0,0,0,1,1
112196,0,7,17,0,0,8,2,1
112198,0,0,0,0,0,0,1,1
112202,0,0,0,0,0,0,1,1
112203,0,7,13,1,3,10,8,1
112204,0,1,5,1,0,2,11,1
112206,0,0,6,2,1,3,26,1
112208,0,0,2,0,1,1,4,1
112210,0,1,2,0,0,1,2,0
112212,0,1,5,0,0,2,7,1
112214,7,3,15,0,0,9,6,1
112215,0,3,10,1,2,7,14,1
112216,0,0,0,0,0,0,1,1
112217,8,0,7,0,0,5,5,1
112218,0,0,0,0,0,0,1,1
112220,0,0,0,0,0,0,1,1
112222,45,31,94,0,3,60,13,1
112223,0,0,0,0,0,0,1,1
112224,48,72,161,0,14,39,12,0
112225,0,0,0,0,0,0,1,1
112226,23,46,73,0,16,55,4,1
112227,2,7,29,1,1,18,8,1
112229,0,0,0,0,0,0,3,1
112230,0,0,0,0,0,0,1,1
112233,0,0,0,0,0,0,1,1
112235,3,0,14,1,0,9,6,1
112237,0,0,0,0,0,0,2,1
112238,0,0,0,0,0,0,1,0
112239,61,26,89,2,3,53,20,0
112240,7,15,31,0,2,22,15,1
112242,0,0,2,0,0,1,1,1
112248,25,8,100,0,3,14,41,0
112249,0,0,0,0,0,0,1,1
112250,4,12,21,0,0,16,3,1
112256,0,3,12,0,0,9,7,0
112259,0,0,0,0,0,0,1,1
112260,0,0,0,0,0,0,3,1
112261,0,2,5,0,0,4,2,1
112263,0,0,2,0,0,1,1,1
112266,4,8,26,3,1,21,27,1
112267,0,0,0,0,0,0,10,1
112268,0,0,0,0,0,0,1,1
112274,0,0,0,0,0,0,1,1
112275,0,0,6,2,0,0,2,1
112276,7,25,85,3,0,47,15,1
112277,82,5,261,0,4,128,37,0
112281,0,9,17,1,1,13,10,1
112283,16,34,100,3,4,67,21,0
112285,0,0,0,0,0,0,1,1
112286,0,0,3,0,0,1,3,1
112287,6,31,60,0,0,18,7,0
112288,0,0,2,0,0,1,3,1
112290,18,11,82,0,0,37,35,1
112291,0,0,24,0,0,7,10,1
112292,0,1,11,0,0,2,1,1
112294,0,3,9,0,3,4,5,1
112295,0,0,0,0,0,0,4,1
112296,2,5,30,1,2,14,6,1
112297,0,0,3,0,1,0,5,1
112299,0,1,6,1,2,3,10,1
112300,0,1,11,1,2,5,16,0
112301,1,4,11,0,0,9,2,1
112303,19,26,116,0,0,62,17,0
112304,11,10,28,0,3,25,3,1
112305,7,16,54,0,0,31,32,1
112307,0,0,2,0,4,1,2,1
112310,0,3,10,0,0,5,9,1
112312,7,0,9,0,0,3,1,1
112313,0,0,0,0,0,0,1,1
112314,0,0,3,1,0,0,4,1
112315,3,8,12,0,0,11,5,1
112316,6,9,35,1,0,23,17,1
112317,9,0,61,3,5,40,43,1
112320,0,2,4,0,0,2,4,1
112322,0,0,0,0,0,0,1,1
112323,0,0,0,0,0,0,1,1
112324,0,0,0,0,0,0,1,1
112327,4,5,21,1,0,8,5,0
112328,0,0,0,0,0,0,1,1
112330,0,1,7,2,2,4,11,1
112331,14,18,60,0,0,36,13,0
112332,14,22,57,1,4,42,20,0
112335,0,0,3,0,0,1,1,1
112336,0,0,0,0,0,0,1,1
112337,0,0,0,0,0,0,2,1
112339,0,0,10,0,0,7,3,1
112341,0,1,5,0,0,2,4,1
112342,2,2,15,1,0,12,11,1
112344,0,1,8,1,1,5,14,1
112345,0,0,0,0,1,0,5,1
112348,0,0,7,3,2,4,7,1
112350,0,2,7,0,0,4,2,1
112351,10,9,23,0,0,6,3,1
112352,0,22,43,0,12,26,27,1
112353,125,60,232,3,76,62,39,0
112354,34,55,92,2,11,29,17,0
112355,0,10,13,0,0,11,6,1
112356,0,8,12,0,0,8,2,1
112357,0,0,2,0,3,1,3,1
112358,0,0,2,0,0,1,2,1
112360,5,1,5,1,0,1,3,1
112363,104,20,86,2,10,28,15,1
112365,0,1,2,0,0,1,2,1
112367,90,30,228,2,123,95,51,0
112368,46,59,167,2,22,42,43,0
112370,0,2,4,1,1,1,6,1
112372,16,18,85,13,26,41,63,1
112377,9,0,13,1,2,0,8,1
112378,0,1,4,0,0,3,6,1
112379,34,65,212,4,19,111,51,0
112383,4,12,105,7,125,35,65,0
112384,14,0,19,0,0,6,4,1
112385,0,0,35,1,1,9,6,1
112389,7,5,15,2,2,8,12,0
112390,37,69,129,4,61,49,29,0
112392,0,6,21,0,0,13,5,1
112395,11,5,35,2,7,18,30,1
112396,6,5,14,3,7,4,23,1
112397,2,10,40,3,23,15,37,1
112398,18,5,103,1,21,14,43,0
112399,1,7,27,1,1,15,9,1
112402,46,2,92,0,1,0,7,0
112404,1,4,15,11,22,8,17,1
112406,52,22,50,3,5,29,32,0
112408,49,38,203,2,105,28,36,0
112409,14,2,58,1,6,4,11,0
112410,0,0,5,0,4,0,16,1
112411,1,4,14,1,1,7,12,1
112417,0,1,3,0,0,1,2,1
112419,22,31,76,6,24,37,30,0
112420,0,2,17,0,0,8,9,1
112422,0,1,4,0,0,1,1,1
112424,58,54,115,1,23,28,10,0
112425,0,0,2,0,0,1,2,1
112427,0,6,41,4,7,21,27,0
112429,30,0,42,37,50,12,27,1
112430,0,95,219,0,0,26,6,1
112432,46,101,363,8,331,83,139,0
112433,0,0,0,0,0,0,1,1
112434,2,2,10,0,0,5,4,1
112435,0,1,5,0,0,3,2,1
112437,19,16,59,1,9,32,15,1
112439,0,0,0,0,0,0,1,1
112440,7,3,17,1,1,7,10,0
112441,7,8,30,1,1,14,14,0
112444,38,24,60,1,1,30,15,1
112445,0,0,2,0,4,1,6,1
112446,14,2,22,2,3,1,18,0
112449,0,2,6,0,0,3,7,1
112451,12,0,15,1,0,0,6,1
112452,0,0,3,0,0,0,3,1
112453,0,0,15,0,9,3,15,1
112459,6,2,20,1,5,9,22,1
112460,13,16,35,3,4,16,12,0
112462,0,0,0,0,0,0,2,1
112463,13,6,26,0,0,14,8,1
112464,0,1,2,0,0,1,5,1
112465,0,1,3,0,0,1,3,1
112466,0,2,5,0,2,3,13,1
112467,0,0,7,0,0,5,5,1
112468,0,1,2,0,0,1,2,1
112470,0,0,0,0,0,0,1,1
112471,0,1,2,0,0,1,2,1
112472,0,0,0,0,0,0,1,1
112475,3,2,8,1,10,4,7,1
112478,0,2,3,0,0,1,7,1
112480,0,1,2,0,0,1,2,1
112481,1,1,10,2,22,4,4,1
112483,15,2,6,0,0,2,10,1
112484,0,6,10,0,0,3,3,1
112485,0,0,0,0,0,0,1,1
112486,0,0,0,0,0,0,1,1
112487,0,0,6,0,1,5,5,1
112488,0,0,0,0,0,0,2,1
112489,2,4,18,0,0,9,7,1
112490,53,21,90,1,13,39,32,1
112492,0,2,3,0,0,2,2,1
112495,0,1,2,0,0,1,2,1
112497,0,0,0,0,0,0,2,1
112498,0,1,10,0,0,6,6,1
112499,2,1,4,1,2,1,4,1
112501,1,5,35,0,0,17,19,1
112502,0,0,0,0,0,0,1,1
112503,0,2,6,0,0,3,3,1
112504,2,1,15,0,0,6,14,1
112505,46,14,42,0,1,23,14,0
112506,0,1,2,0,0,1,1,1
112507,112,54,155,1,5,55,23,0
112509,0,0,0,0,0,0,1,1
112511,0,0,5,0,0,3,5,1
112515,0,0,0,0,0,0,2,1
112516,0,0,0,0,0,0,1,1
112519,0,0,3,0,0,0,2,1
112520,20,12,54,5,17,14,24,0
112521,0,2,6,0,0,3,2,1
112522,35,39,95,0,38,26,17,0
112523,0,1,5,0,0,2,4,1
112524,2,6,17,0,0,6,5,1
112525,0,1,2,0,0,1,2,1
112526,0,2,5,7,4,2,8,0
112528,0,0,0,0,0,0,2,1
112529,6,10,24,5,3,17,44,0
112530,0,0,0,0,0,0,1,1
112532,10,24,50,2,10,20,8,0
112533,0,0,2,1,1,1,7,1
112535,0,5,6,0,0,5,2,1
112537,0,0,0,0,0,0,2,1
112538,0,1,4,1,0,2,8,0
112539,40,25,75,2,2,27,51,0
112540,23,1,23,1,2,0,9,1
112541,0,0,0,0,0,0,3,1
112542,35,5,20,0,0,6,6,1
112543,46,62,139,1,2,46,27,0
112544,0,16,25,3,9,19,11,1
112545,0,11,18,1,1,14,6,1
112547,0,0,0,0,1,0,4,1
112549,6,5,34,18,9,15,35,1
112550,0,1,6,0,0,3,4,0
112551,9,6,22,0,0,3,4,1
112553,0,1,2,0,0,1,2,1
112554,0,5,18,0,0,7,4,1
112555,3,8,25,3,0,13,20,0
112556,0,1,4,2,0,2,9,1
112558,2,4,26,2,10,7,14,0
112559,0,12,104,0,0,22,16,0
112561,30,9,88,2,19,40,29,0
112562,0,0,0,0,0,0,2,1
112563,0,2,9,0,0,5,2,1
112566,0,1,2,0,0,1,3,1
